"director","score"
"Misc",7.2
"Misc",7.2
"Misc",7.2
"Misc",7.2
"Misc",7.2
"Misc",7.2
"Misc",7.2
"Misc",7.2
"Misc",7.2
"Misc",7.2
"Misc",7.2
"Misc",7.2
"Misc",7.2
"Misc",7.2
"Misc",7.2
"Misc",7.2
"Misc",7.2
"Misc",7.2
"Misc",7.2
"Misc",7.2
"Misc",7.2
"Misc",7.2
"Misc",7.2
"Misc",7.2
"Misc",7.2
"Misc",7.2
"Misc",7.2
"Misc",7.2
"Misc",7.2
"Misc",7.2
"Misc",7.2
"Misc",7.2
"Misc",7.2
"Misc",7.2
"Misc",7.2
"Misc",7.2
"Misc",7.2
"Misc",7.2
"Misc",7.2
"Misc",7.2
"Misc",7.2
"Misc",7.2
"Misc",7.2
"Misc",7.2
"Misc",7.2
"Misc",7.2
"Misc",7.2
"Misc",7.2
"Misc",7.2
"Misc",7.2
"Misc",7.2
"Misc",7.2
"Misc",7.2
"Misc",7.2
"Misc",7.2
"Misc",7.2
"Misc",7.2
"Misc",7.2
"Misc",7.2
"Misc",7.2
"Misc",7.2
"Misc",7.2
"Misc",7.2
"Misc",7.2
"Misc",7.2
"Misc",7.2
"Misc",7.2
"Misc",7.2
"Misc",7.2
"Misc",7.2
"Misc",7.2
"Misc",7.2
"Misc",7.2
"Misc",7.2
"Misc",7.2
"Misc",7.2
"Misc",7.2
"Misc",7.2
"Misc",7.2
"Misc",7.2
"Misc",7.2
"Misc",7.2
"Misc",7.2
"Misc",7.2
"Misc",7.2
"Misc",7.2
"Misc",7.2
"Misc",7.2
"Misc",7.2
"Misc",7.2
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.3
"Misc",7.4
"Misc",7.4
"Misc",7.4
"Misc",7.4
"Misc",7.4
"Misc",7.4
"Misc",7.4
"Misc",7.4
"Misc",7.4
"Misc",7.4
"Misc",7.4
"Misc",7.4
"Misc",7.4
"Misc",7.4
"Misc",7.4
"Misc",7.4
"Misc",7.4
"Misc",7.4
"Misc",7.4
"Misc",7.4
"Misc",7.4
"Misc",7.4
"Misc",7.4
"Misc",7.4
"Misc",7.4
"Misc",7.4
"Misc",7.4
"Misc",7.4
"Misc",7.4
"Misc",7.4
"Misc",7.4
"Misc",7.4
"Misc",7.4
"Misc",7.4
"Misc",7.4
"Misc",7.4
"Misc",7.4
"Misc",7.4
"Misc",7.4
"Misc",7.4
"Misc",7.4
"Misc",7.4
"Misc",7.4
"Misc",7.4
"Misc",7.4
"Misc",7.4
"Misc",7.4
"Misc",7.4
"Misc",7.4
"Misc",7.4
"Misc",7.4
"Misc",7.4
"Misc",7.4
"Misc",7.4
"Misc",7.4
"Misc",7.4
"Misc",7.4
"Misc",7.4
"Misc",7.4
"Misc",7.4
"Misc",7.4
"Misc",7.4
"Misc",7.4
"Misc",7.4
"Misc",7.4
"Misc",7.4
"Misc",7.4
"Misc",7.4
"Misc",7.4
"Misc",7.4
"Misc",7.4
"Misc",7.4
"Misc",7.4
"Misc",7.4
"Misc",7.4
"Misc",7.4
"Misc",7.4
"Misc",7.4
"Misc",7.4
"Misc",7.4
"Misc",7.4
"Misc",7.4
"Misc",7.4
"Misc",7.4
"Misc",7.4
"Misc",7.4
"Misc",7.4
"Misc",7.4
"Misc",7.4
"Misc",7.4
"Misc",7.4
"Misc",7.4
"Misc",7.4
"Misc",7.4
"Misc",7.4
"Misc",7.4
"Misc",7.4
"Misc",7.4
"Misc",7.4
"Misc",7.4
"Misc",7.4
"Misc",7.4
"Misc",7.4
"Misc",7.4
"Misc",7.4
"Misc",7.4
"Misc",7.4
"Misc",7.4
"Misc",7.4
"Misc",7.4
"Misc",7.4
"Misc",7.4
"Misc",7.4
"Misc",7.4
"Misc",7.5
"Misc",7.5
"Misc",7.5
"Misc",7.5
"Misc",7.5
"Misc",7.5
"Misc",7.5
"Misc",7.5
"Misc",7.5
"Misc",7.5
"Misc",7.5
"Misc",7.5
"Misc",7.5
"Misc",7.5
"Misc",7.5
"Misc",7.5
"Misc",7.5
"Misc",7.5
"Misc",7.5
"Misc",7.5
"Misc",7.5
"Misc",7.5
"Misc",7.5
"Misc",7.5
"Misc",7.5
"Misc",7.5
"Misc",7.5
"Misc",7.5
"Misc",7.5
"Misc",7.5
"Misc",7.5
"Misc",7.5
"Misc",7.5
"Misc",7.5
"Misc",7.5
"Misc",7.5
"Misc",7.5
"Misc",7.5
"Misc",7.5
"Misc",7.5
"Misc",7.5
"Misc",7.5
"Misc",7.5
"Misc",7.5
"Misc",7.5
"Misc",7.5
"Misc",7.5
"Misc",7.5
"Misc",7.5
"Misc",7.5
"Misc",7.5
"Misc",7.5
"Misc",7.5
"Misc",7.5
"Misc",7.5
"Misc",7.5
"Misc",7.5
"Misc",7.5
"Misc",7.5
"Misc",7.5
"Misc",7.5
"Misc",7.5
"Misc",7.5
"Misc",7.5
"Misc",7.5
"Misc",7.5
"Misc",7.5
"Misc",7.5
"Misc",7.5
"Misc",7.5
"Misc",7.5
"Misc",7.5
"Misc",7.5
"Misc",7.5
"Misc",7.5
"Misc",7.5
"Misc",7.5
"Misc",7.5
"Misc",7.5
"Misc",7.5
"Misc",7.5
"Misc",7.5
"Misc",7.5
"Misc",7.5
"Misc",7.5
"Misc",7.5
"Misc",7.5
"Misc",7.5
"Misc",7.5
"Misc",7.5
"Misc",7.5
"Misc",7.5
"Misc",7.5
"Misc",7.5
"Misc",7.5
"Misc",7.5
"Misc",7.5
"Misc",7.5
"Misc",7.5
"Misc",7.5
"Misc",7.5
"Misc",7.5
"Misc",7.5
"Misc",7.5
"Misc",7.5
"Misc",7.5
"Misc",7.5
"Misc",7.5
"Misc",7.6
"Misc",7.6
"Misc",7.6
"Misc",7.6
"Misc",7.6
"Misc",7.6
"Misc",7.6
"Misc",7.6
"Misc",7.6
"Misc",7.6
"Misc",7.6
"Misc",7.6
"Misc",7.6
"Misc",7.6
"Misc",7.6
"Misc",7.6
"Misc",7.6
"Misc",7.6
"Misc",7.6
"Misc",7.6
"Misc",7.6
"Misc",7.6
"Misc",7.6
"Misc",7.6
"Misc",7.6
"Misc",7.6
"Misc",7.6
"Misc",7.6
"Misc",7.6
"Misc",7.6
"Misc",7.6
"Misc",7.6
"Misc",7.6
"Misc",7.6
"Misc",7.6
"Misc",7.6
"Misc",7.6
"Misc",7.6
"Misc",7.6
"Misc",7.6
"Misc",7.6
"Misc",7.6
"Misc",7.6
"Misc",7.6
"Misc",7.6
"Misc",7.6
"Misc",7.6
"Misc",7.6
"Misc",7.6
"Misc",7.6
"Misc",7.6
"Misc",7.6
"Misc",7.6
"Misc",7.6
"Misc",7.6
"Misc",7.6
"Misc",7.6
"Misc",7.6
"Misc",7.6
"Misc",7.6
"Misc",7.6
"Misc",7.6
"Misc",7.6
"Misc",7.6
"Misc",7.6
"Misc",7.6
"Misc",7.6
"Misc",7.6
"Misc",7.6
"Misc",7.6
"Misc",7.6
"Misc",7.6
"Misc",7.6
"Misc",7.6
"Misc",7.6
"Misc",7.6
"Misc",7.6
"Misc",7.6
"Misc",7.6
"Misc",7.6
"Misc",7.6
"Misc",7.6
"Misc",7.6
"Misc",7.6
"Misc",7.6
"Misc",7.6
"Misc",7.6
"Misc",7.6
"Misc",7.6
"Misc",7.6
"Misc",7.6
"Misc",7.6
"Misc",7.6
"Misc",7.6
"Misc",7.6
"Misc",7.6
"Misc",7.6
"Misc",7.6
"Misc",7.6
"Misc",7.6
"Misc",7.6
"Misc",7.6
"Misc",7.6
"Misc",7.6
"Misc",7.6
"Misc",7.6
"Misc",7.6
"Misc",7.7
"Misc",7.7
"Misc",7.7
"Misc",7.7
"Misc",7.7
"Misc",7.7
"Misc",7.7
"Misc",7.7
"Misc",7.7
"Misc",7.7
"Misc",7.7
"Misc",7.7
"Misc",7.7
"Misc",7.7
"Misc",7.7
"Misc",7.7
"Misc",7.7
"Misc",7.7
"Misc",7.7
"Misc",7.7
"Misc",7.7
"Misc",7.7
"Misc",7.7
"Misc",7.7
"Misc",7.7
"Misc",7.7
"Misc",7.7
"Misc",7.7
"Misc",7.7
"Misc",7.7
"Misc",7.7
"Misc",7.7
"Misc",7.7
"Misc",7.7
"Misc",7.7
"Misc",7.7
"Misc",7.7
"Misc",7.7
"Misc",7.7
"Misc",7.7
"Misc",7.7
"Misc",7.7
"Misc",7.7
"Misc",7.7
"Misc",7.7
"Misc",7.7
"Misc",7.7
"Misc",7.7
"Misc",7.7
"Misc",7.7
"Misc",7.7
"Misc",7.7
"Misc",7.7
"Misc",7.7
"Misc",7.7
"Misc",7.7
"Misc",7.7
"Misc",7.7
"Misc",7.7
"Misc",7.7
"Misc",7.7
"Misc",7.7
"Misc",7.7
"Misc",7.7
"Misc",7.7
"Misc",7.7
"Misc",7.7
"Misc",7.7
"Misc",7.7
"Misc",7.7
"Misc",7.7
"Misc",7.7
"Misc",7.7
"Misc",7.7
"Misc",7.7
"Misc",7.7
"Misc",7.7
"Misc",7.7
"Misc",7.7
"Misc",7.7
"Misc",7.7
"Misc",7.7
"Misc",7.7
"Misc",7.7
"Misc",7.7
"Misc",7.7
"Misc",7.7
"Misc",7.7
"Misc",7.7
"Misc",7.7
"Misc",7.7
"Misc",7.8
"Misc",7.8
"Misc",7.8
"Misc",7.8
"Misc",7.8
"Misc",7.8
"Misc",7.8
"Misc",7.8
"Misc",7.8
"Misc",7.8
"Misc",7.8
"Misc",7.8
"Misc",7.8
"Misc",7.8
"Misc",7.8
"Misc",7.8
"Misc",7.8
"Misc",7.8
"Misc",7.8
"Misc",7.8
"Misc",7.8
"Misc",7.8
"Misc",7.8
"Misc",7.8
"Misc",7.8
"Misc",7.8
"Misc",7.8
"Misc",7.8
"Misc",7.8
"Misc",7.8
"Misc",7.8
"Misc",7.8
"Misc",7.8
"Misc",7.8
"Misc",7.8
"Misc",7.8
"Misc",7.8
"Misc",7.8
"Misc",7.8
"Misc",7.8
"Misc",7.8
"Misc",7.8
"Misc",7.8
"Misc",7.8
"Misc",7.8
"Misc",7.8
"Misc",7.8
"Misc",7.8
"Misc",7.8
"Misc",7.8
"Misc",7.8
"Misc",7.8
"Misc",7.8
"Misc",7.8
"Misc",7.8
"Misc",7.8
"Misc",7.8
"Misc",7.8
"Misc",7.8
"Misc",7.8
"Misc",7.8
"Misc",7.8
"Misc",7.8
"Misc",7.8
"Misc",7.8
"Misc",7.8
"Misc",7.8
"Misc",7.8
"Misc",7.8
"Misc",7.8
"Misc",7.9
"Misc",7.9
"Misc",7.9
"Misc",7.9
"Misc",7.9
"Misc",7.9
"Misc",7.9
"Misc",7.9
"Misc",7.9
"Misc",7.9
"Misc",7.9
"Misc",7.9
"Misc",7.9
"Misc",7.9
"Misc",7.9
"Misc",7.9
"Misc",7.9
"Misc",7.9
"Misc",7.9
"Misc",7.9
"Misc",7.9
"Misc",7.9
"Misc",7.9
"Misc",7.9
"Misc",7.9
"Misc",7.9
"Misc",7.9
"Misc",7.9
"Misc",7.9
"Misc",7.9
"Misc",7.9
"Misc",7.9
"Misc",7.9
"Misc",7.9
"Misc",7.9
"Misc",7.9
"Misc",7.9
"Misc",7.9
"Misc",7.9
"Misc",8
"Misc",8
"Misc",8
"Misc",8
"Misc",8
"Misc",8
"Misc",8
"Misc",8
"Misc",8
"Misc",8
"Misc",8
"Misc",8
"Misc",8
"Misc",8
"Misc",8
"Misc",8
"Misc",8
"Misc",8
"Misc",8
"Misc",8
"Misc",8
"Misc",8
"Misc",8
"Misc",8
"Misc",8
"Misc",8
"Misc",8
"Misc",8
"Misc",8
"Misc",8
"Misc",8
"Misc",8
"Misc",8
"Misc",8
"Misc",8
"Misc",8
"Misc",8
"Misc",8
"Misc",8
"Misc",8
"Misc",8
"Misc",8
"Misc",8
"Misc",8
"Misc",8
"Misc",8
"Misc",8
"Misc",8
"Misc",8
"Misc",8
"Misc",8
"Misc",8
"Misc",8
"Misc",8
"Misc",8
"Misc",8
"Misc",8.1
"Misc",8.1
"Misc",8.1
"Misc",8.1
"Misc",8.1
"Misc",8.1
"Misc",8.1
"Misc",8.1
"Misc",8.1
"Misc",8.1
"Misc",8.1
"Misc",8.1
"Misc",8.1
"Misc",8.1
"Misc",8.1
"Misc",8.1
"Misc",8.1
"Misc",8.1
"Misc",8.1
"Misc",8.1
"Misc",8.1
"Misc",8.1
"Misc",8.1
"Misc",8.1
"Misc",8.1
"Misc",8.1
"Misc",8.1
"Misc",8.1
"Misc",8.1
"Misc",8.1
"Misc",8.1
"Misc",8.1
"Misc",8.1
"Misc",8.1
"Misc",8.1
"Misc",8.1
"Misc",8.1
"Misc",8.1
"Misc",8.1
"Misc",8.2
"Misc",8.2
"Misc",8.2
"Misc",8.2
"Misc",8.2
"Misc",8.2
"Misc",8.2
"Misc",8.2
"Misc",8.2
"Misc",8.2
"Misc",8.2
"Misc",8.2
"Misc",8.2
"Misc",8.2
"Misc",8.3
"Misc",8.3
"Misc",8.3
"Misc",8.3
"Misc",8.3
"Misc",8.3
"Misc",8.3
"Misc",8.3
"Misc",8.3
"Misc",8.3
"Misc",8.3
"Misc",8.3
"Misc",8.3
"Misc",8.3
"Misc",8.3
"Misc",8.3
"Misc",8.3
"Misc",8.3
"Misc",8.4
"Misc",8.4
"Misc",8.4
"Misc",8.4
"Misc",8.4
"Misc",8.4
"Misc",8.4
"Misc",8.4
"Misc",8.4
"Misc",8.4
"Misc",8.4
"Misc",8.4
"Misc",8.4
"Misc",8.4
"Misc",8.5
"Misc",8.5
"Misc",8.5
"Misc",8.5
"Misc",8.5
"Misc",8.5
"Misc",8.5
"Misc",8.5
"Misc",8.6
"Misc",8.6
"Misc",8.6
"Misc",8.6
"Misc",8.6
"Misc",8.6
"Misc",8.6
"Misc",8.7
"Misc",8.7
"Misc",8.7
"Misc",8.8
"Misc",8.8
"Misc",8.8
"Misc",8.9
"Misc",8.9
"Misc",9
"Misc",9.3
"Oliver Stone",5.6
"Oliver Stone",5.9
"Oliver Stone",6.2
"Oliver Stone",6.3
"Oliver Stone",6.5
"Oliver Stone",6.7
"Oliver Stone",6.8
"Oliver Stone",6.9
"Oliver Stone",7.1
"Oliver Stone",7.2
"Oliver Stone",7.2
"Oliver Stone",7.3
"Oliver Stone",7.3
"Oliver Stone",7.3
"Oliver Stone",7.4
"Oliver Stone",8
"Oliver Stone",8.1
"Renny Harlin",4.1
"Renny Harlin",4.2
"Renny Harlin",4.6
"Renny Harlin",5.1
"Renny Harlin",5.3
"Renny Harlin",5.6
"Renny Harlin",5.7
"Renny Harlin",5.7
"Renny Harlin",5.8
"Renny Harlin",5.9
"Renny Harlin",6.4
"Renny Harlin",6.4
"Renny Harlin",6.4
"Renny Harlin",6.8
"Renny Harlin",7.1
"Ridley Scott",5.3
"Ridley Scott",6
"Ridley Scott",6
"Ridley Scott",6.1
"Ridley Scott",6.4
"Ridley Scott",6.4
"Ridley Scott",6.5
"Ridley Scott",6.6
"Ridley Scott",6.6
"Ridley Scott",6.6
"Ridley Scott",6.8
"Ridley Scott",6.8
"Ridley Scott",7
"Ridley Scott",7
"Ridley Scott",7.1
"Ridley Scott",7.2
"Ridley Scott",7.3
"Ridley Scott",7.5
"Ridley Scott",7.7
"Ridley Scott",7.8
"Ridley Scott",8
"Ridley Scott",8.1
"Ridley Scott",8.5
"Rob Reiner",4.5
"Rob Reiner",5.5
"Rob Reiner",5.8
"Rob Reiner",6
"Rob Reiner",6.7
"Rob Reiner",6.8
"Rob Reiner",7
"Rob Reiner",7.4
"Rob Reiner",7.6
"Rob Reiner",7.7
"Rob Reiner",7.7
"Rob Reiner",7.8
"Rob Reiner",7.9
"Rob Reiner",8.1
"Rob Reiner",8.1
"Robert Zemeckis",6.2
"Robert Zemeckis",6.2
"Robert Zemeckis",6.6
"Robert Zemeckis",6.6
"Robert Zemeckis",6.6
"Robert Zemeckis",6.8
"Robert Zemeckis",6.9
"Robert Zemeckis",7.1
"Robert Zemeckis",7.3
"Robert Zemeckis",7.3
"Robert Zemeckis",7.4
"Robert Zemeckis",7.5
"Robert Zemeckis",7.7
"Robert Zemeckis",7.8
"Robert Zemeckis",7.8
"Robert Zemeckis",8.5
"Robert Zemeckis",8.8
"Ron Howard",5.3
"Ron Howard",6.1
"Ron Howard",6.2
"Ron Howard",6.2
"Ron Howard",6.3
"Ron Howard",6.3
"Ron Howard",6.5
"Ron Howard",6.6
"Ron Howard",6.6
"Ron Howard",6.6
"Ron Howard",6.7
"Ron Howard",6.7
"Ron Howard",6.7
"Ron Howard",6.7
"Ron Howard",6.9
"Ron Howard",6.9
"Ron Howard",7
"Ron Howard",7.3
"Ron Howard",7.6
"Ron Howard",7.7
"Ron Howard",8
"Ron Howard",8.1
"Ron Howard",8.2
"Spike Lee",5.2
"Spike Lee",5.3
"Spike Lee",5.7
"Spike Lee",6
"Spike Lee",6.6
"Spike Lee",6.6
"Spike Lee",6.6
"Spike Lee",6.7
"Spike Lee",6.8
"Spike Lee",6.9
"Spike Lee",6.9
"Spike Lee",7
"Spike Lee",7.5
"Spike Lee",7.6
"Spike Lee",7.6
"Spike Lee",7.7
"Spike Lee",8
"Steven Soderbergh",4.7
"Steven Soderbergh",5.5
"Steven Soderbergh",5.8
"Steven Soderbergh",6.1
"Steven Soderbergh",6.1
"Steven Soderbergh",6.2
"Steven Soderbergh",6.4
"Steven Soderbergh",6.4
"Steven Soderbergh",6.5
"Steven Soderbergh",6.7
"Steven Soderbergh",6.8
"Steven Soderbergh",6.9
"Steven Soderbergh",6.9
"Steven Soderbergh",7
"Steven Soderbergh",7
"Steven Soderbergh",7
"Steven Soderbergh",7.1
"Steven Soderbergh",7.2
"Steven Soderbergh",7.2
"Steven Soderbergh",7.4
"Steven Soderbergh",7.4
"Steven Soderbergh",7.6
"Steven Soderbergh",7.7
"Steven Spielberg",6.1
"Steven Spielberg",6.4
"Steven Spielberg",6.4
"Steven Spielberg",6.5
"Steven Spielberg",6.6
"Steven Spielberg",6.8
"Steven Spielberg",7.2
"Steven Spielberg",7.2
"Steven Spielberg",7.2
"Steven Spielberg",7.3
"Steven Spielberg",7.3
"Steven Spielberg",7.3
"Steven Spielberg",7.4
"Steven Spielberg",7.4
"Steven Spielberg",7.5
"Steven Spielberg",7.5
"Steven Spielberg",7.6
"Steven Spielberg",7.6
"Steven Spielberg",7.7
"Steven Spielberg",7.8
"Steven Spielberg",7.8
"Steven Spielberg",8.1
"Steven Spielberg",8.1
"Steven Spielberg",8.2
"Steven Spielberg",8.4
"Steven Spielberg",8.6
"Steven Spielberg",8.9
"Tim Burton",5.7
"Tim Burton",6.2
"Tim Burton",6.3
"Tim Burton",6.3
"Tim Burton",6.4
"Tim Burton",6.6
"Tim Burton",6.7
"Tim Burton",6.9
"Tim Burton",7
"Tim Burton",7
"Tim Burton",7
"Tim Burton",7.3
"Tim Burton",7.3
"Tim Burton",7.3
"Tim Burton",7.5
"Tim Burton",7.5
"Tim Burton",7.8
"Tim Burton",7.9
"Tim Burton",8
"Tony Scott",5.9
"Tony Scott",5.9
"Tony Scott",6.1
"Tony Scott",6.2
"Tony Scott",6.4
"Tony Scott",6.5
"Tony Scott",6.8
"Tony Scott",6.9
"Tony Scott",7
"Tony Scott",7
"Tony Scott",7.1
"Tony Scott",7.3
"Tony Scott",7.3
"Tony Scott",7.7
"Tony Scott",7.9
"Walter Hill",4.9
"Walter Hill",5.7
"Walter Hill",5.9
"Walter Hill",5.9
"Walter Hill",6.1
"Walter Hill",6.1
"Walter Hill",6.2
"Walter Hill",6.3
"Walter Hill",6.4
"Walter Hill",6.5
"Walter Hill",6.5
"Walter Hill",6.6
"Walter Hill",6.7
"Walter Hill",6.9
"Walter Hill",7
"Wes Craven",4.6
"Wes Craven",4.8
"Wes Craven",5
"Wes Craven",5.5
"Wes Craven",5.6
"Wes Craven",5.6
"Wes Craven",6.1
"Wes Craven",6.2
"Wes Craven",6.4
"Wes Craven",6.5
"Wes Craven",6.5
"Wes Craven",6.5
"Wes Craven",6.8
"Wes Craven",7.3
"Wes Craven",7.5
"Woody Allen",6.2
"Woody Allen",6.3
"Woody Allen",6.3
"Woody Allen",6.3
"Woody Allen",6.4
"Woody Allen",6.5
"Woody Allen",6.5
"Woody Allen",6.6
"Woody Allen",6.6
"Woody Allen",6.6
"Woody Allen",6.6
"Woody Allen",6.7
"Woody Allen",6.7
"Woody Allen",6.7
"Woody Allen",6.7
"Woody Allen",7
"Woody Allen",7.1
"Woody Allen",7.1
"Woody Allen",7.2
"Woody Allen",7.3
"Woody Allen",7.3
"Woody Allen",7.3
"Woody Allen",7.3
"Woody Allen",7.4
"Woody Allen",7.4
"Woody Allen",7.4
"Woody Allen",7.5
"Woody Allen",7.5
"Woody Allen",7.6
"Woody Allen",7.7
"Woody Allen",7.7
"Woody Allen",7.9
"Woody Allen",7.9
